;movieName;Metascore_w;Author;AuthorHref;Date;Summary;InteractionsYesCount;InteractionsTotalCount;InteractionsThumbUp;InteractionsThumbDown;AbsoluteScoreIncrease;RelativeScoreIncrease
27996;the-other-woman-2014;4;TVJerry;/user/TVJerry;Apr 25, 2014;"[ ""Cameron Diaz (doing her usual shtick) discovers that her lover (handsome Nikolaj Coster Waldau from \""Game of Thrones\"") actually has a wife (Leslie Mann manically trying to be kooky). The 2 women team up with his new GF (Kate Upton, obviously cast for her boobs) to plot revenge. This is a promising concept, but the script is too talky and almost completely void of funny lines. To make matters worse, the comic situations and physical gags land with a thud. Nicki Minaj's supporting role provides the few laughs. The only positive thing to say about this film is that there is plenty of energy."" ]";2.0;6.0;2.0;4.0;1;1.3333333333333333
28660;godzilla-2014;4;TVJerry;/user/TVJerry;May 20, 2014;"[ ""Something that's not mentioned in the promotion: there are actually 3 prehistoric, radiation-driven monsters in this bomb. They're all headed for San Francisco, where they cause collateral damage as they take on each other. How could anyone in Hollywood think that this story would work? Granted, it's supposed to be all about the creatures, but the situations are simply preposterous and the plotting is shockingly insipid. The effects are adequate and the action is average, but nothing about it is special. Aaron Johnson, who's haplessly thrust into the hero role, continues to impress with his chameleon-like ability. There's no humor, no logic, no suspense. It makes me long for the campy fun of the originals."" ]";2.0;4.0;2.0;2.0;1;1.3333333333333333
28762;transcendence;4;TVJerry;/user/TVJerry;Apr 22, 2014;"[ ""Johnny Depp plays an Artificial Intelligence researcher, who becomes his own experiment. While it starts with an interesting premise, the whole thing quickly deteriorates into a lot of talk and drama. Some of the futuristic tech is cool, but there are limited special effects and even less action. A disappointment."" ]";2.0;4.0;2.0;2.0;1;1.3333333333333333
28830;oculus;4;TVJerry;/user/TVJerry;Apr 17, 2014;"[ ""A young brother and sister survive the effects of a haunted mirror only to relive the evil 11 years later. The concept had potential and the cross-cutting between their present and past has promise. Unfortunately, the pacing drags, the scares are minimal and the whole thing falls apart."" ]";0.0;3.0;0.0;3.0;1;1.3333333333333333
30655;grudge-match;4;TVJerry;/user/TVJerry;Jan  7, 2014;"[ ""Sylvester Stallone and Robert De Niro play ex-boxers who never settled their rivalry (in the ring and in love), so they decide to stage a final bout. These two screen icons toss around age and fat jokes, but mostly play the drama. Luckily, Adam Arkin provides crusty comic commentary and Kevin Hart brings wise ass chatter. Still, the script is only occasionally amusing, painfully predictable and not at all compelling. If you insist on seeing it, be sure to sit thru the closing credits for two surprise cameos that create the film's funniest moment."" ]";1.0;1.0;1.0;0.0;1;1.3333333333333333
31382;homefront;4;TVJerry;/user/TVJerry;Dec  5, 2013;"[ ""Jason Statham plays a DEA agent who leaves his job for a quiet country life with his daughter. It doesn't take long for an assortment of bullies (including James Franco) to menace him constantly. Sylvester Stallone adopted a novel and his simplistic style is all over the script: relentless threats for the upstanding good guy met with steely calm and hard knocks for the arrogant bad guys. Unfortunately, much of the action is cut too fast and blurry to tell what's happening, but Statham gets in a few good moves. Although it's competently made, nothing about the story or the direction is special."" ]";0.0;0.0;0.0;0.0;1;1.3333333333333333
32932;the-counselor;4;TVJerry;/user/TVJerry;Oct 29, 2013;"[ ""Some of Cormac McCarthy's books have made successful movies (No Country for Old Men, The Road), but this time pens his own screenplay and it's a talky, tedious mess. Novels can afford to take time to develop characters and, in McCarthy's case, wax philosophical, but a movie needs some brevity and this one is lacking. Michael Fassbender plays an attorney who gets embroiled in a drug deal, but he's as confused as the viewer: Who are all these people and what is their relationship to him and the deal? With almost non-stop chatter, you'd think this would be clear, but it's just a confusing muddle.You'd think director Ridley Scott would know better, but he just adds a stylish edge."" ]";2.0;4.0;2.0;2.0;1;1.3333333333333333
34591;getaway;4;TVJerry;/user/TVJerry;Sep  2, 2013;"[ ""You'd think a movie that's 90% fast driving with dozens of car crashes couldn't help but be exciting. You'd be wrong. Such an over-edited, non-stop onslaught becomes pretty pedestrian because the action is uninspired. Pair that with this ridiculous plot: Ethan Hawke is forced to drive like a maniac and cause absurd destruction to save his kidnapped wife. Toss in Selena Gomez as his sassy, hi-tech ride-along to really strain credibility. Granted, the manic editing keeps it from being boring, but the lackluster direction keeps it from being thrilling. Less fast & furious and more fast & flaccid."" ]";0.0;4.0;0.0;4.0;1;1.3333333333333333
36639;the-lords-of-salem;4;TVJerry;/user/TVJerry;Apr 25, 2013;"[ ""A DJ plays a record that casts a musical spell. It unleashes dark powers of witchcraft and Satanism. Director Rob Zombie is like an eager film student, flexing his stylistic muscle: one minute it's arty, then macabre, then trippy, then just silly. There's an intense soundtrack and a cast of non-Hollywood types, which amplifies the ominous vibe. While there are effective moments, this mashup of approaches lacks any frights or tension…just a collage of creepy."" ]";0.0;0.0;0.0;0.0;1;1.3333333333333333
37542;the-big-wedding;4;TVJerry;/user/TVJerry;Apr 28, 2013;"[ ""When the biological mother of an adopted son comes for the wedding, the divorced parents (Robert De Niro & Diane Keaton) have to pretend to be married again. This causes problems with the current gf (Susan Sarandon), while the other siblings (Katherine Heigl, Topher Grace) bring their own issues. As you can see, the cast if full of gifted comic actors and they bring their talents to bear. The writing doesn't match up: The plot is stale and hardly ever funny. It's full of comic energy, but lite on laffs."" ]";1.0;1.0;1.0;0.0;1;1.3333333333333333
37856;to-the-wonder;4;TVJerry;/user/TVJerry;May 11, 2013;"[ ""If you liked \""Tree of Life\"" you'll be in heaven with this latest from writer/director Terrence Malick (there's even some of the same footage). It's all beautiful imagery with poetic VO and almost no dialogue. There's a relationship runaround with Ben Affleck and Olga Kurylenko, where they do lots of silly stuff that people only do in movies…and perfume commercials. Javier Bardem wanders around as a priest. Cinematic poetry and obtuse storytelling. Painfully pretentious for my taste."" ]";0.0;1.0;0.0;1.0;1;1.3333333333333333
38373;spring-breakers;4;TVJerry;/user/TVJerry;Mar 29, 2013;"[ ""Four chicks go to Fla for vaca and end up involved with a very funky gangster (James Franco with braids and gold teeth). There's about 20 minutes of total narrative here. The rest is a montage of college partying (tons of T&A, blunts, booze and blow) and bad arty montages with repetitive VO. Franco is fun to watch as he chews the scenery with those goldies and even goes down on two guns, literally. I don't understand how today's short-attention-span audiences can enjoy this, because it's one long, slow Girls Gone Wild music video. I might have enjoyed it as a short, but found it painfully dull and pretentious."" ]";3.0;5.0;3.0;2.0;1;1.3333333333333333
38527;bullet-to-the-head;4;TVJerry;/user/TVJerry;Feb 12, 2013;"[ ""Walter Hill used to be a top action director and Sylvester Stallone was once an action hero. Both men have blown it with this lame dud. Stallone plays a hit man who teams up with a cop (Sung Kang) to avenge their partners and shut down a group of gangsters. Stallone acts more wooden than ever and the character's weak attempt to channel Eastwood's racist curmudgeon in \""Grand Turino\"" is embarrassing. The action and writing are uninspired. Just skip it."" ]";0.0;0.0;0.0;0.0;1;1.3333333333333333
41103;red-dawn;4;TVJerry;/user/TVJerry;Nov 28, 2012;"[ ""This remake of the 1984 film has shifted the villains from Russia to North Korea. (It was shot several years ago with Chinese villains, but times have changed and so did the flags and uniforms in post production.). Pre-Thor Chris Hensworth and pre-Hunger Games Josh Hutcherson lead the cast of young people who take on the hostile foreign invaders. Their pluck and guerilla tactics are amazingly slick and successful for such an untrained group, but there's not much about this film that's realistic. Some of the action is good, but much of it is blurred and choppy"" ]";2.0;3.0;2.0;1.0;1;1.3333333333333333
44175;safe;4;TVJerry;/user/TVJerry;May  1, 2012;"[ ""This may be Jason Statham's worst flick yet. The convoluted plot involves corrupt NYC cops pitted Chinese and Russian gangs. They're all out to find a Chinese girl with a gift for numbers and Statham is the indomitable tough guy who decides to protect her. The action gets off to a slow start (too much chatter) and most of the encounters involve gunplay (not hand-to-hand, which is Statham's forte). Like so many weak films these days, the fights are staged with jerky camera moves and blurry editing, so it's impossible to appreciate what's really happening. Nothing about Statham, the stunts or the story is special."" ]";1.0;1.0;1.0;0.0;1;1.3333333333333333
